"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-05","2023","06","05","","23.1","","2.7","","12.9","","5.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-06","2023","06","06","","29.2","","4.2","","16.7","","1.3","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-07","2023","06","07","","30.9","","5.6","","18.3","","0.0","","0.3","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-08","2023","06","08","","30.9","","7.6","","19.2","","0.0","","1.2","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-09","2023","06","09","","19.3","","10.8","","15.0","","3.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-10","2023","06","10","","13.3","","9.7","","11.5","","6.5","","0.0","","","","","","6.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-11","2023","06","11","","26.9","","10.8","","18.9","","0.0","","0.9","","","","","","0.1","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-12","2023","06","12","","31.1","","8.9","","20.0","","0.0","","2.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-13","2023","06","13","","19.0","","10.7","","14.8","","3.2","","0.0","","","","","","3.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-14","2023","06","14","","17.9","","6.7","","12.3","","5.7","","0.0","","","","","","0.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-15","2023","06","15","","19.7","","7.3","","13.5","","4.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-16","2023","06","16","","19.0","","11.4","","15.2","","2.8","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-17","2023","06","17","","16.9","","5.2","","11.0","","7.0","","0.0","","","","","","7.4","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-18","2023","06","18","","14.4","","5.1","","9.7","","8.3","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-19","2023","06","19","","9.9","","7.2","","8.5","","9.5","","0.0","","","","","","1.8","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-20","2023","06","20","","16.0","","7.0","","11.5","","6.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-21","2023","06","21","","14.8","","9.7","","12.2","","5.8","","0.0","","","","","","4.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-22","2023","06","22","","25.1","","10.6","","17.9","","0.1","","0.0","","","","","","0.1","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-23","2023","06","23","","27.5","","7.7","","17.6","","0.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-24","2023","06","24","","19.4","","12.7","","16.1","","1.9","","0.0","","","","","","2.5","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-25","2023","06","25","","26.6","","8.3","","17.5","","0.5","","0.0","","","","","","2.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-26","2023","06","26","","27.7","","9.4","","18.6","","0.0","","0.6","","","","","","0.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-27","2023","06","27","","27.5","","11.9","","19.7","","0.0","","1.7","","","","","","0.0","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-28","2023","06","28","","28.6","","11.3","","19.9","","0.0","","1.9","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-29","2023","06","29","","26.1","","14.3","","20.2","","0.0","","2.2","","","","","","0.0","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-06-30","2023","06","30","","26.5","","10.2","","18.4","","0.0","","0.4","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-01","2023","07","01","","23.0","","11.9","","17.4","","0.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-02","2023","07","02","","26.4","","6.5","","16.4","","1.6","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-03","2023","07","03","","27.0","","7.6","","17.3","","0.7","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-04","2023","07","04","","29.1","","8.8","","19.0","","0.0","","1.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-05","2023","07","05","","31.9","","10.5","","21.2","","0.0","","3.2","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-06","2023","07","06","","32.9","","11.3","","22.1","","0.0","","4.1","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-07","2023","07","07","","32.3","","12.4","","22.4","","0.0","","4.4","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-08","2023","07","08","","28.7","","13.4","","21.0","","0.0","","3.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-09","2023","07","09","","29.6","","11.2","","20.4","","0.0","","2.4","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-10","2023","07","10","","24.4","","10.8","","17.6","","0.4","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-11","2023","07","11","","25.5","","13.1","","19.3","","0.0","","1.3","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-12","2023","07","12","","25.6","","9.5","","17.6","","0.4","","0.0","","","","","","0.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-13","2023","07","13","","27.3","","12.3","","19.8","","0.0","","1.8","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-14","2023","07","14","","29.7","","11.0","","20.4","","0.0","","2.4","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-15","2023","07","15","","30.5","","11.0","","20.8","","0.0","","2.8","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-16","2023","07","16","","26.4","","10.8","","18.6","","0.0","","0.6","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-17","2023","07","17","","18.5","","12.1","","15.3","","2.7","","0.0","","","","","","5.5","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-18","2023","07","18","","26.0","","7.7","","16.9","","1.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-19","2023","07","19","","31.7","","10.4","","21.1","","0.0","","3.1","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-20","2023","07","20","","32.5","","11.3","","21.9","","0.0","","3.9","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-21","2023","07","21","","28.3","","13.4","","20.9","","0.0","","2.9","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-22","2023","07","22","","25.6","","10.8","","18.2","","0.0","","0.2","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-23","2023","07","23","","25.3","","9.9","","17.6","","0.4","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-24","2023","07","24","","18.4","","11.0","","14.7","","3.3","","0.0","","","","","","11.4","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-25","2023","07","25","","14.1","","10.3","","12.2","","5.8","","0.0","","","","","","4.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-26","2023","07","26","","21.8","","10.5","","16.2","","1.8","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-27","2023","07","27","","25.7","","7.8","","16.7","","1.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-28","2023","07","28","","27.6","","9.7","","18.7","","0.0","","0.7","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-29","2023","07","29","","22.8","","12.9","","17.8","","0.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-30","2023","07","30","","22.6","","8.5","","15.5","","2.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-07-31","2023","07","31","","25.5","","8.9","","17.2","","0.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-01","2023","08","01","","26.1","","8.0","","17.0","","1.0","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-02","2023","08","02","","22.9","","11.5","","17.2","","0.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-03","2023","08","03","","27.3","","7.9","","17.6","","0.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-04","2023","08","04","","30.5","","9.5","","20.0","","0.0","","2.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-05","2023","08","05","","32.5","","11.5","","22.0","","0.0","","4.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-06","2023","08","06","","26.5","","13.8","","20.2","","0.0","","2.2","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-07","2023","08","07","","27.3","","14.7","","21.0","","0.0","","3.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-08","2023","08","08","","18.6","","13.4","","16.0","","2.0","","0.0","","","","","","6.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-09","2023","08","09","","20.0","","13.1","","16.6","","1.4","","0.0","","","","","","4.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-10","2023","08","10","","19.6","","13.2","","16.4","","1.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-11","2023","08","11","","23.1","","9.5","","16.3","","1.7","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-12","2023","08","12","","28.0","","10.8","","19.4","","0.0","","1.4","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-13","2023","08","13","","35.5","","11.3","","23.4","","0.0","","5.4","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-14","2023","08","14","","36.7","","13.0","","24.9","","0.0","","6.9","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-15","2023","08","15","","36.1","","13.7","","24.9","","0.0","","6.9","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-16","2023","08","16","","36.0","","14.1","","25.1","","0.0","","7.1","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-17","2023","08","17","","31.6","","14.6","","23.1","","0.0","","5.1","","","","","","0.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-18","2023","08","18","","23.3","","12.7","","18.0","","0.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-19","2023","08","19","","25.6","","8.0","","16.8","","1.2","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-20","2023","08","20","","26.7","","6.5","","16.6","","1.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-21","2023","08","21","","25.5","","6.5","","16.0","","2.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-22","2023","08","22","","20.9","","7.4","","14.2","","3.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-23","2023","08","23","","13.9","","9.8","","11.8","","6.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-24","2023","08","24","","24.1","","5.3","","14.7","","3.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-25","2023","08","25","","23.9","","9.1","","16.5","","1.5","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-26","2023","08","26","","30.5","","10.2","","20.3","","0.0","","2.3","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-27","2023","08","27","","34.0","","9.3","","21.7","","0.0","","3.7","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-28","2023","08","28","","33.2","","11.7","","22.5","","0.0","","4.5","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-29","2023","08","29","","16.5","","12.7","","14.6","","3.4","","0.0","","","","","","1.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-30","2023","08","30","","19.6","","12.2","","15.9","","2.1","","0.0","","","","","","2.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-08-31","2023","08","31","","19.2","","11.9","","15.6","","2.4","","0.0","","","","","","0.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-01","2023","09","01","","27.3","","9.6","","18.4","","0.0","","0.4","","","","","","0.0","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-02","2023","09","02","","28.8","","8.8","","18.8","","0.0","","0.8","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-03","2023","09","03","","17.9","","11.0","","14.4","","3.6","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-04","2023","09","04","","19.5","","11.5","","15.5","","2.5","","0.0","","","","","","0.1","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-05","2023","09","05","","19.3","","11.2","","15.2","","2.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-06","2023","09","06","","18.9","","8.0","","13.4","","4.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-07","2023","09","07","","22.3","","9.0","","15.6","","2.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-08","2023","09","08","","24.1","","4.4","","14.3","","3.7","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-09","2023","09","09","","27.7","","5.4","","16.6","","1.4","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-10","2023","09","10","","26.4","","7.3","","16.8","","1.2","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-11","2023","09","11","","17.6","","12.3","","15.0","","3.0","","0.0","","","","","","2.5","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-12","2023","09","12","","13.7","","11.7","","12.7","","5.3","","0.0","","","","","","0.3","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-13","2023","09","13","","20.7","","9.6","","15.2","","2.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-14","2023","09","14","","26.1","","5.2","","15.6","","2.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-15","2023","09","15","","27.5","","3.3","","15.4","","2.6","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-16","2023","09","16","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-17","2023","09","17","","17.5","","10.8","","14.1","","3.9","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-18","2023","09","18","","16.6","","8.5","","12.5","","5.5","","0.0","","","","","","2.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-19","2023","09","19","","12.9","","7.6","","10.2","","7.8","","0.0","","","","","","2.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-20","2023","09","20","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-21","2023","09","21","","22.0","","1.7","","11.9","","6.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-22","2023","09","22","","21.5","","1.9","","11.7","","6.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-23","2023","09","23","","12.9","","7.7","","10.3","","7.7","","0.0","","","","","","3.8","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-24","2023","09","24","","16.0","","4.6","","10.3","","7.7","","0.0","","","","","","0.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-25","2023","09","25","","11.1","","8.7","","9.9","","8.1","","0.0","","","","","","36.5","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-26","2023","09","26","","11.6","","7.0","","9.3","","8.7","","0.0","","","","","","8.5","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-27","2023","09","27","","11.1","","5.8","","8.4","","9.6","","0.0","","","","","","1.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-28","2023","09","28","","10.4","","6.3","","8.3","","9.7","","0.0","","","","","","4.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-29","2023","09","29","","14.4","","4.0","","9.2","","8.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-09-30","2023","09","30","","16.5","","1.4","","8.9","","9.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-01","2023","10","01","","16.9","","0.4","","8.7","","9.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-02","2023","10","02","","9.0","","5.9","","7.5","","10.5","","0.0","","","","","","10.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-03","2023","10","03","","13.3","","4.0","","8.6","","9.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-04","2023","10","04","","12.7","","9.1","","10.9","","7.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-05","2023","10","05","","18.8","","8.2","","13.5","","4.5","","0.0","","","","","","0.0","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-06","2023","10","06","","19.9","","5.4","","12.7","","5.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-07","2023","10","07","","22.2","","4.1","","13.2","","4.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-08","2023","10","08","","22.0","","5.0","","13.5","","4.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-09","2023","10","09","","14.5","","8.6","","11.5","","6.5","","0.0","","","","","","5.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-10","2023","10","10","","10.6","","6.2","","8.4","","9.6","","0.0","","","","","","2.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-11","2023","10","11","","15.1","","4.8","","9.9","","8.1","","0.0","","","","","","0.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-12","2023","10","12","","15.1","","1.8","","8.4","","9.6","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-13","2023","10","13","","14.6","","1.7","","8.1","","9.9","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-14","2023","10","14","","11.8","","8.1","","10.0","","8.0","","0.0","","","","","","3.6","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-15","2023","10","15","","13.2","","8.3","","10.7","","7.3","","0.0","","","","","","3.3","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-16","2023","10","16","","11.5","","7.2","","9.4","","8.6","","0.0","","","","","","19.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-17","2023","10","17","","8.7","","4.8","","6.8","","11.2","","0.0","","","","","","9.2","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-18","2023","10","18","","9.8","","6.7","","8.3","","9.7","","0.0","","","","","","52.6","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-19","2023","10","19","","14.5","","8.8","","11.6","","6.4","","0.0","","","","","","16.5","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-20","2023","10","20","","14.5","","6.8","","10.7","","7.3","","0.0","","","","","","0.0","","0","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-21","2023","10","21","","11.6","","5.9","","8.8","","9.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-22","2023","10","22","","13.5","","2.4","","8.0","","10.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-23","2023","10","23","","10.3","","2.9","","6.6","","11.4","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-24","2023","10","24","","3.4","","0.5","","1.9","","16.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-25","2023","10","25","","6.2","","-3.1","","1.5","","16.5","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-26","2023","10","26","","5.8","","-4.1","","0.8","","17.2","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-27","2023","10","27","","5.7","","-5.8","","0.0","","18.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-28","2023","10","28","","7.0","","-6.7","","0.2","","17.8","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-29","2023","10","29","","7.1","","-5.6","","0.7","","17.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-30","2023","10","30","","8.1","","-4.4","","1.9","","16.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-10-31","2023","10","31","","8.0","","-4.1","","2.0","","16.0","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-01","2023","11","01","","8.0","","-2.6","","2.7","","15.3","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-02","2023","11","02","","9.4","","2.0","","5.7","","12.3","","0.0","","","","","","11.9","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-03","2023","11","03","","10.2","","5.6","","7.9","","10.1","","0.0","","","","","","0.8","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-04","2023","11","04","","11.2","","5.3","","8.2","","9.8","","0.0","","","","","","17.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-05","2023","11","05","","8.2","","5.1","","6.7","","11.3","","0.0","","","","","","4.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-06","2023","11","06","","7.5","","4.9","","6.2","","11.8","","0.0","","","","","","2.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-07","2023","11","07","","9.2","","4.8","","7.0","","11.0","","0.0","","","","","","0.1","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-08","2023","11","08","","6.5","","3.4","","4.9","","13.1","","0.0","","","","","","0.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-09","2023","11","09","","6.3","","1.8","","4.1","","13.9","","0.0","","","","","","1.4","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-10","2023","11","10","","4.9","","2.0","","3.5","","14.5","","0.0","","","","","","7.7","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-11","2023","11","11","","7.8","","0.3","","4.1","","13.9","","0.0","","","","","","33.0","","","","","M","","M"
"-122.95","50.13","WHISTLER - NESTERS","1100875","2023-11-12","2023","11","12","","3.3","","0.4","","1.8","","16.2","","0.0","","","","","","2.2","","","","","M","","M"
